chroma_subsample,error_thresh,bpp,psnr,ssim,encode_s
True,100,2.9359809027777777,34.62882188902226,0.9422486820154677,0.9731099605560303
True,300,2.275607638888889,34.35377061268018,0.9321717926429999,0.9772310256958008
False,100,5.432725694444445,35.58711193354961,0.9479893159797225,2.206334114074707
False,300,2.7371961805555554,35.10717595790523,0.9379518159881074,2.206268072128296
